ENSG	GeneName	chr	GeneStart	GeneEnd	NCBI	HGNC	partition	omim
ENSG00000159958	TNFRSF13C	22	41922032	41926806	115650	HGNC:17755	10	mmdg
ENSG00000175567	UCP2	11	73974672	73982843	7351	HGNC:12518	7	cmdg
ENSG00000204872	NAT8B	2	73700576	73701340		HGNC:30235	2	
ENSG00000130234	ACE2	X	15494566	15607236	59272	HGNC:13557	4	
ENSG00000103740	ACSBG1	15	78167468	78245688	23205	HGNC:29567	5	
ENSG00000104886	PLEKHJ1	19	2230084	2237704	55111	HGNC:18211	2	
ENSG00000154447	SH3RF1	4	169094259	169270956	57630	HGNC:17650	4	
ENSG00000167232	ZNF91	19	23304991	23395471	7644	HGNC:13166	8	
ENSG00000196730	DAPK1	9	87497228	87708634	1612	HGNC:2674	6	
ENSG00000172199	OR8U1	11	56375624	56376553	219417	HGNC:19611	4	
ENSG00000188070	ZFTA	11	63759892	63768775	65998	HGNC:28449	10	
ENSG00000114204	SERPINI2	3	167441914	167478972	5276	HGNC:8945	8	
ENSG00000138434	ITPRID2	2	181891730	181930738	6744	HGNC:11319	5	
ENSG00000092871	RFFL	17	35005990	35089319	117584	HGNC:24821	10	
ENSG00000131143	COX4I1	16	85798633	85807068	1327	HGNC:2265	4	mmdg
ENSG00000104679	R3HCC1	8	23270120	23296279	203069	HGNC:27329	8	
ENSG00000103351	CLUAP1	16	3500976	3539048	23059	HGNC:19009	5	
ENSG00000198324	PHETA1	12	111360651	111369121	144717	HGNC:26509	10	
ENSG00000168502	MTCL1	18	8705556	8832778	23255	HGNC:29121	8	
ENSG00000130347	RTN4IP1	6	106570771	106629498	84816	HGNC:18647	9	mmdg
ENSG00000181652	ATG9B	7	151012209	151024499	285973	HGNC:21899	3	
ENSG00000179817	MRGPRX4	11	18172837	18174280	117196	HGNC:17617	5	
ENSG00000175697	GPR156	3	120164645	120285222	165829	HGNC:20844	7	mmdg
ENSG00000040608	RTN4R	22	20241415	20283246	65078	HGNC:18601	5	cmdg
ENSG00000127995	CASD1	7	94509219	94557019	64921	HGNC:16014	8	
ENSG00000111012	CYP27B1	12	57762334	57768986	1594	HGNC:2606	6	mmdg
ENSG00000279804	PRAMEF18	1	13222695	13226154	391003	HGNC:30693	7	
ENSG00000137135	ARHGEF39	9	35658875	35675866	84904	HGNC:25909	5	
ENSG00000120057	SFRP5	10	97766751	97771999	6425	HGNC:10779	8	
ENSG00000167971	CASKIN1	16	2177180	2196605	57524	HGNC:20879	10	
ENSG00000172006	ZNF554	19	2819868	2836735	115196	HGNC:26629	8	
ENSG00000240654	C1QTNF9	13	24307166	24322535	338872	HGNC:28732	9	
ENSG00000019995	ZRANB1	10	124942123	124988189	54764	HGNC:18224	3	
ENSG00000166747	AP1G1	16	71729000	71809201	164	HGNC:555	5	mmdg
ENSG00000228083	IFNA14	9	21239002	21240005	3448	HGNC:5420	1	
ENSG00000152822	GRM1	6	146027646	146437601	2911	HGNC:4593	6	mmdg
ENSG00000135744	AGT	1	230690776	230745576	183	HGNC:333	10	mmdg
ENSG00000172830	SSH3	11	67303478	67312607	54961	HGNC:30581	10	
ENSG00000138892	TTLL8	22	50018575	50058298	164714	HGNC:34000	7	
ENSG00000101251	SEL1L2	20	13849247	13996443	80343	HGNC:15897	2	
ENSG00000135482	ZC3H10	12	56118260	56127514	84872	HGNC:25893	4	
ENSG00000187676	B3GLCT	13	31199975	31332276	145173	HGNC:20207	6	mmdg
ENSG00000168757	TSPY2	Y	6246223	6249019	64591	HGNC:23924	2	
ENSG00000182628	SKA2	17	59109857	59155260	348235	HGNC:28006	10	
ENSG00000119650	IFT43	14	75902136	76084585	112752	HGNC:29669	9	mmdg
ENSG00000283199	C13orf46	13	113953705	113974076	100507747	HGNC:53786	2	
ENSG00000147113	DIPK2B	X	45148373	45200901	79742	HGNC:25866	6	
ENSG00000111046	MYF6	12	80707634	80709474	4618	HGNC:7566	9	
ENSG00000130598	TNNI2	11	1838981	1841680	7136	HGNC:11946	1	mmdg
ENSG00000173404	INSM1	20	20368104	20370949	3642	HGNC:6090	1	
ENSG00000161649	CD300LG	17	43847148	43863639	146894	HGNC:30455	9	
ENSG00000132635	PCED1A	20	2835314	2841190	64773	HGNC:16212	9	
ENSG00000177045	SIX5	19	45764785	45769252	147912	HGNC:10891	5	mmdg
ENSG00000157734	SNX22	15	64151715	64157481	79856	HGNC:16315	1	
ENSG00000163254	CRYGC	2	208128137	208129828	1420	HGNC:2410	2	mmdg
ENSG00000178980	SELENOW	19	47778677	47784686	6415	HGNC:10752	4	
ENSG00000212128	TAS2R13	12	10907926	10909562	50838	HGNC:14919	1	
ENSG00000164049	FBXW12	3	48372219	48401259	285231	HGNC:20729	10	
ENSG00000134765	DSC1	18	31129236	31162856	1823	HGNC:3035	5	
ENSG00000185344	ATP6V0A2	12	123712353	123761755	23545	HGNC:18481	8	mmdg
ENSG00000099994	SUSD2	22	24181487	24189106	56241	HGNC:30667	5	
ENSG00000181634	TNFSF15	9	114784652	114806039	9966	HGNC:11931	2	
ENSG00000115942	ORC2	2	200908977	200963680	4999	HGNC:8488	1	
ENSG00000177414	UBE2U	1	64203623	64267368	148581	HGNC:28559	3	
ENSG00000136052	SLC41A2	12	104801801	104958744	84102	HGNC:31045	4	
ENSG00000188396	DYNLT4	1	44805893	44807351	343521	HGNC:32315	10	
ENSG00000064763	FAR2	12	29149016	29341121	55711	HGNC:25531	3	
ENSG00000165478	HEPACAM	11	124919205	124936412	220296	HGNC:26361	1	mmdg
ENSG00000123505	AMD1	6	110874770	110898879	262	HGNC:457	10	
ENSG00000164142	FHIP1A	4	151409176	151670503	729830	HGNC:34237	7	
ENSG00000129991	TNNI3	19	55151767	55157773	7137	HGNC:11947	1	mmdg
ENSG00000066405	CLDN18	3	137998735	138033655	51208	HGNC:2039	6	
ENSG00000102780	DGKH	13	42040036	42256578	160851	HGNC:2854	3	
ENSG00000278318	ZNF229	19	44417519	44448578	7772	HGNC:13022	8	
ENSG00000213934	HBG1	11	5248269	5249857	3047	HGNC:4831	2	cmdg
ENSG00000022567	SLC45A4	8	141207166	141308305	57210	HGNC:29196	3	
ENSG00000166148	AVPR1A	12	63142759	63151201	552	HGNC:895	6	
ENSG00000102984	ZNF821	16	71859680	71895336	55565	HGNC:28043	3	
ENSG00000167863	ATP5PD	17	75038863	75046985	10476	HGNC:845	9	
ENSG00000165568	AKR1E2	10	4786629	4848062	83592	HGNC:23437	10	
ENSG00000196440	ARMCX4	X	101418287	101533459	100131755	HGNC:28615	3	
ENSG00000165506	DNAAF2	14	49625174	49635244	55172	HGNC:20188	4	mmdg
ENSG00000171160	MORN4	10	97614553	97633500	118812	HGNC:24001	4	
ENSG00000183185	GABRR3	3	97985102	98035315	200959	HGNC:17969	9	
ENSG00000185561	TLCD2	17	1702816	1710377	727910	HGNC:33522	3	
ENSG00000001631	KRIT1	7	92197498	92246166	889	HGNC:1573	1	mmdg
ENSG00000166454	ATMIN	16	81035842	81047350	23300	HGNC:29034	9	
ENSG00000126581	BECN1	17	42810134	42833350	8678	HGNC:1034	9	
ENSG00000244234	GMCL2	5	178184505	178187371	64396	HGNC:19717	7	
ENSG00000134982	APC	5	112707518	112846239	324	HGNC:583	2	mmdg, non_mdg
ENSG00000164331	ANKRA2	5	73552190	73565667	57763	HGNC:13208	2	
ENSG00000136279	DBNL	7	44044640	44069456	28988	HGNC:2696	3	
ENSG00000196074	SYCP2	20	59863564	59933655	10388	HGNC:11490	10	mmdg
ENSG00000256806	C17orf100	17	6651762	6693202	388327	HGNC:34494	9	
ENSG00000236320	SLFN14	17	35543985	35560819	342618	HGNC:32689	8	mmdg
ENSG00000183808	RBM12B	8	93728155	93741017	389677	HGNC:32310	3	
ENSG00000106952	TNFSF8	9	114893343	114930595	944	HGNC:11938	3	
ENSG00000131015	ULBP2	6	149942014	149949235	80328	HGNC:14894	6	
ENSG00000233917	POTEB	15	21846329	21877735	100996331	HGNC:33734	2	
ENSG00000121022	COPS5	8	67043079	67083783	10987	HGNC:2240	3	
ENSG00000128309	MPST	22	37019635	37029821	4357	HGNC:7223	3	
ENSG00000143869	GDF7	2	20667144	20679243	151449	HGNC:4222	8	
ENSG00000242120	MDFIC2	3	70194479	70312638	107986096	HGNC:53442	5	
ENSG00000169896	ITGAM	16	31259967	31332892	3684	HGNC:6149	4	
ENSG00000261052	SULT1A3	16	30199228	30204310	6818	HGNC:11455	1	
ENSG00000093167	LRRFIP2	3	37052626	37183689	9209	HGNC:6703	10	
ENSG00000171714	ANO5	11	21782659	22283567	203859	HGNC:27337	3	mmdg
ENSG00000243566	UPK3B	7	76510525	76516522	105375355	HGNC:21444	10	
ENSG00000136628	EPRS1	1	219968600	220046530	2058	HGNC:3418	3	mmdg
ENSG00000177082	WDR73	15	84639285	84654343	84942	HGNC:25928	3	mmdg
ENSG00000178965	ERICH3	1	74568117	74673792	127254	HGNC:25346	3	
ENSG00000181163	NPM1	5	171387116	171411810	4869	HGNC:7910	1	non_mdg
ENSG00000088827	SIGLEC1	20	3686970	3712600	6614	HGNC:11127	1	
ENSG00000255072	PIGY	4	88520998	88523776	84992	HGNC:28213	6	mmdg
ENSG00000117399	CDC20	1	43358981	43363203	991	HGNC:1723	4	mmdg
ENSG00000204956	PCDHGA1	5	141330514	141512975	56114	HGNC:8696	6	
ENSG00000204779	FOXD4L5	9	65282101	65285209	653427	HGNC:18522	9	
ENSG00000221914	PPP2R2A	8	26291508	26372680	5520	HGNC:9304	2	
ENSG00000140506	LMAN1L	15	74812716	74825757	79748	HGNC:6632	7	
ENSG00000088926	F11	4	186266189	186289681	2160	HGNC:3529	1	mmdg
ENSG00000156510	HKDC1	10	69220332	69267552	80201	HGNC:23302	8	mmdg
ENSG00000124486	USP9X	X	41085445	41236579	8239	HGNC:12632	1	mmdg
ENSG00000170579	DLGAP1	18	3496032	4455307	9229	HGNC:2905	8	
ENSG00000186652	PRG2	11	57386780	57390650	5553	HGNC:9362	6	
ENSG00000250673	REELD1	4	146214515	146232267	345051	HGNC:53638	7	
ENSG00000013016	EHD3	2	31234152	31269451	30845	HGNC:3244	10	
ENSG00000176809	LRRC37A3	17	64854130	64919480	374819	HGNC:32427	10	
ENSG00000179242	CDH4	20	61252261	61940617	1002	HGNC:1763	3	
ENSG00000165091	TMC1	9	72521608	72838297	117531	HGNC:16513	5	mmdg
ENSG00000134255	CEPT1	1	111139479	111185104	10390	HGNC:24289	9	
ENSG00000163322	ABRAXAS1	4	83459517	83523348	84142	HGNC:25829	1	
ENSG00000179639	FCER1A	1	159289714	159308224	2205	HGNC:3609	9	
ENSG00000197454	OR2L5	1	248013660	248024276	81466	HGNC:15011	10	
ENSG00000130021	PUDP	X	6667865	7148158	8226	HGNC:16818	8	
ENSG00000196126	HLA-DRB1	6	32577902	32589848	3123	HGNC:4948	5	cmdg
ENSG00000100749	VRK1	14	96797304	96954846	7443	HGNC:12718	6	mmdg
ENSG00000214967	NPIPA7	16	16379140	16393972	101059938	HGNC:41982	8	
ENSG00000133835	HSD17B4	5	119452465	119637199	3295	HGNC:5213	3	mmdg
ENSG00000126070	AGO3	1	35930718	36072500	192669	HGNC:18421	2	
ENSG00000159871	LYPD5	19	43785874	43827206	284348	HGNC:26397	9	
ENSG00000166228	PCBD1	10	70882280	70888565	5092	HGNC:8646	4	mmdg
ENSG00000179403	VWA1	1	1434861	1442882	64856	HGNC:30910	6	mmdg
ENSG00000115841	RMDN2	2	37923187	38067142	151393	HGNC:26567	2	
ENSG00000080511	RDH8	19	10013249	10022279	50700	HGNC:14423	10	
ENSG00000115241	PPM1G	2	27381195	27409591	5496	HGNC:9278	3	
ENSG00000163608	NEPRO	3	113002444	113019861	25871	HGNC:24496	10	mmdg
ENSG00000131475	VPS25	17	42773449	42779599	84313	HGNC:28122	7	
ENSG00000198081	ZBTB14	18	5289019	5297053	7541	HGNC:12860	10	
ENSG00000133048	CHI3L1	1	203178931	203186704	1116	HGNC:1932	2	cmdg
ENSG00000163513	TGFBR2	3	30606601	30694142	7048	HGNC:11773	1	mmdg, non_mdg
ENSG00000111665	CDCA3	12	6844793	6851292	83461	HGNC:14624	5	
ENSG00000112462	OR12D3	6	29373423	29375291	81797	HGNC:13963	1	
ENSG00000167695	TLCD3A	17	732412	742968	79850	HGNC:29646	1	
ENSG00000130287	NCAN	19	19211958	19252233	1463	HGNC:2465	3	
ENSG00000180549	FUT7	9	137030174	137032088	2529	HGNC:4018	9	
ENSG00000053371	AKR7A2	1	19303965	19312144	8574	HGNC:389	2	
ENSG00000035664	DAPK2	15	63907036	64072033	23604	HGNC:2675	8	
ENSG00000090971	NAT14	19	55485188	55487568	57106	HGNC:28918	2	
ENSG00000172000	ZNF556	19	2867335	2883445	80032	HGNC:25669	10	
ENSG00000111325	OGFOD2	12	122974580	122980043	79676	HGNC:25823	8	
ENSG00000144504	ANKMY1	2	240479422	240569209	51281	HGNC:20987	6	
ENSG00000049245	VAMP3	1	7771296	7781432	9341	HGNC:12644	8	
ENSG00000144278	GALNT13	2	153871922	154453979	114805	HGNC:23242	6	
ENSG00000166869	CHP2	16	23755026	23758935	63928	HGNC:24927	7	
ENSG00000167625	ZNF526	19	42220292	42228201	116115	HGNC:29415	6	mmdg
ENSG00000106100	NOD1	7	30424527	30478784	10392	HGNC:16390	1	
ENSG00000163029	SMC6	2	17663812	17800242	79677	HGNC:20466	4	
ENSG00000204568	MRPS18B	6	30617840	30626395	28973	HGNC:14516	10	
ENSG00000131067	GGT7	20	34844720	34872856	2686	HGNC:4259	7	
ENSG00000064042	LIMCH1	4	41359607	41700044	22998	HGNC:29191	7	
ENSG00000138670	RASGEF1B	4	81426393	82044244	153020	HGNC:24881	10	
ENSG00000254245	PCDHGA3	5	141343829	141512975	56112	HGNC:8701	8	
ENSG00000103449	SALL1	16	51135982	51152334	6299	HGNC:10524	10	mmdg
ENSG00000176390	CRLF3	17	30769388	30824692	51379	HGNC:17177	1	
ENSG00000167107	ACSF2	17	50426158	50474845	80221	HGNC:26101	3	
ENSG00000258083	OR9A4	7	141916399	141920625	130075	HGNC:15095	10	
ENSG00000081019	RSBN1	1	113761832	113812476	54665	HGNC:25642	2	
ENSG00000184557	SOCS3	17	78356778	78360077	9021	HGNC:19391	10	
ENSG00000074071	MRPS34	16	1771890	1773150	65993	HGNC:16618	1	mmdg
ENSG00000040199	PHLPP2	16	71637835	71724701	23035	HGNC:29149	10	
ENSG00000164318	EGFLAM	5	38258409	38465480	133584	HGNC:26810	5	
ENSG00000088053	GP6	19	55013705	55038264	51206	HGNC:14388	10	mmdg
ENSG00000188735	TMEM120B	12	121712752	121783001	144404	HGNC:32008	10	
ENSG00000149654	CDH22	20	46173739	46308498	64405	HGNC:13251	7	
ENSG00000130699	TAF4	20	61953469	62065881	6874	HGNC:11537	1	mmdg
ENSG00000129535	NRL	14	24078662	24115010	4901	HGNC:8002	10	mmdg
ENSG00000143819	EPHX1	1	225810124	225845563	2052	HGNC:3401	9	
ENSG00000008283	CYB561	17	63432304	63446354	1534	HGNC:2571	6	mmdg
ENSG00000107959	PITRM1	10	3137728	3172841	10531	HGNC:17663	5	mmdg
ENSG00000021488	SLC7A9	19	32830509	32869767	11136	HGNC:11067	5	mmdg
ENSG00000187210	GCNT1	9	76419850	76651203	2650	HGNC:4203	2	
ENSG00000013619	MAMLD1	X	150361422	150514178	10046	HGNC:2568	7	mmdg
ENSG00000039650	PNKP	19	49859882	49878351	11284	HGNC:9154	10	mmdg
ENSG00000139579	NABP2	12	56222015	56229854	79035	HGNC:28412	8	
ENSG00000136573	BLK	8	11486894	11564599	640	HGNC:1057	1	mmdg
ENSG00000102699	PARP4	13	24420931	24512778	143	HGNC:271	10	
ENSG00000104731	KLHDC4	16	87696485	87765992	54758	HGNC:25272	2	
ENSG00000283439	SPEM3	17	7428857	7432820	107983988	HGNC:53651	3	
ENSG00000112679	DUSP22	6	291630	351355	56940	HGNC:16077	6	
ENSG00000184983	NDUFA6	22	42085526	42090884	4700	HGNC:7690	2	mmdg
ENSG00000143436	MRPL9	1	151759647	151763496	65005	HGNC:14277	9	
ENSG00000186432	KPNA4	3	160495007	160565571	3840	HGNC:6397	9	
ENSG00000135299	ANKRD6	6	89433152	89633834	22881	HGNC:17280	8	
ENSG00000127081	ZNF484	9	92844182	92878038	83744	HGNC:23385	8	
ENSG00000160862	AZGP1	7	99966720	99976042	563	HGNC:910	1	
ENSG00000148600	CDHR1	10	84194537	84219621	92211	HGNC:14550	4	mmdg
ENSG00000183559	C10orf120	10	122697709	122699846	399814	HGNC:25707	6	
ENSG00000131732	ZCCHC9	5	81301587	81313297	84240	HGNC:25424	2	
ENSG00000109180	OCIAD1	4	48805212	48861817	54940	HGNC:16074	9	
ENSG00000167987	VPS37C	11	61130257	61161615	55048	HGNC:26097	10	
ENSG00000178882	RFLNA	12	123973241	124316024	144347	HGNC:27051	2	
ENSG00000168427	KLHL30	2	238138668	238152947	377007	HGNC:24770	6	
ENSG00000052795	FNIP2	4	158769026	158908050	57600	HGNC:29280	2	
ENSG00000128655	PDE11A	2	177623244	178108339	50940	HGNC:8773	1	mmdg
ENSG00000170266	GLB1	3	32996609	33097202	2720	HGNC:4298	9	mmdg
ENSG00000161714	PLCD3	17	45108959	45133354	113026	HGNC:9061	4	
ENSG00000176222	ZNF404	19	43872365	43901385	342908	HGNC:19417	1	
ENSG00000155254	MARVELD1	10	97713173	97718150	83742	HGNC:28674	6	
ENSG00000144635	DYNC1LI1	3	32525974	32570858	51143	HGNC:18745	7	
ENSG00000221955	SLC12A8	3	125082636	125212864	84561	HGNC:15595	4	
ENSG00000186468	RPS23	5	82273320	82278396	6228	HGNC:10410	1	mmdg
ENSG00000174885	NLRP6	11	278407	285388	171389	HGNC:22944	4	
ENSG00000184792	OSBP2	22	30693782	30907824	23762	HGNC:8504	7	
ENSG00000153975	ZUP1	6	116635618	116668794	221302	HGNC:21224	1	
ENSG00000185361	TNFAIP8L1	19	4639516	4655568	126282	HGNC:28279	10	
ENSG00000016602	CLCA4	1	86547078	86580754	22802	HGNC:2018	4	
ENSG00000176165	FOXG1	14	28764329	28770277	2290	HGNC:3811	3	mmdg
ENSG00000105993	DNAJB6	7	157335381	157417439	10049	HGNC:14888	8	mmdg
ENSG00000070404	FSTL3	19	676392	683392	10272	HGNC:3973	6	
ENSG00000113356	POLR3G	5	90471748	90514557	10622	HGNC:30075	4	
ENSG00000163273	NPPC	2	231921809	231926396	4880	HGNC:7941	3	
ENSG00000168066	SF1	11	64764606	64778786	7536	HGNC:12950	5	
ENSG00000146409	SLC18B1	6	132769370	132813339	116843	HGNC:21573	9	
ENSG00000152463	OLAH	10	15032227	15073853	55301	HGNC:25625	4	
ENSG00000197021	EOLA2	X	149929527	149938700	541578	HGNC:17402	8	
ENSG00000074935	TUBE1	6	112070663	112087529	51175	HGNC:20775	7	
ENSG00000007237	GAS7	17	9910606	10198606	8522	HGNC:4169	1	
ENSG00000163320	CGGBP1	3	88051944	88149885	8545	HGNC:1888	9	
ENSG00000111816	FRK	6	115931149	116060891	2444	HGNC:3955	3	
ENSG00000156096	UGT2B4	4	69480165	69526014	7363	HGNC:12553	4	
ENSG00000156140	ADAMTS3	4	72280969	72569221	9508	HGNC:219	7	mmdg
ENSG00000184588	PDE4B	1	65792514	66374579	5142	HGNC:8781	8	
ENSG00000104714	ERICH1	8	614746	738106	157697	HGNC:27234	8	
ENSG00000253250	C8orf88	8	90958471	90985238	100127983	HGNC:44672	7	
ENSG00000237136	C4orf51	4	145680146	145771032	646603	HGNC:37264	4	
ENSG00000145293	ENOPH1	4	82430590	82461177	58478	HGNC:24599	2	
ENSG00000167676	PLIN4	19	4502192	4518486	729359	HGNC:29393	7	mmdg
ENSG00000103876	FAH	15	80152490	80186946	2184	HGNC:3579	5	mmdg
ENSG00000243989	ACY1	3	51983340	51989197	95	HGNC:177	9	mmdg
ENSG00000101846	STS	X	7147237	7804358	412	HGNC:11425	4	mmdg
ENSG00000163749	CCDC158	4	76312997	76421868	339965	HGNC:26374	4	
ENSG00000128713	HOXD11	2	176104216	176109754	3237	HGNC:5134	6	
ENSG00000166432	ZMAT1	X	101882288	101932031	84460	HGNC:29377	8	
ENSG00000185591	SP1	12	53380176	53416446	6667	HGNC:11205	1	
ENSG00000186665	C17orf58	17	67991099	67996469	284018	HGNC:27568	9	
ENSG00000083845	RPS5	19	58386400	58394806	6193	HGNC:10426	1	
ENSG00000105792	CFAP69	7	90245174	90311063	79846	HGNC:26107	9	mmdg
ENSG00000204217	BMPR2	2	202376327	202567751	659	HGNC:1078	10	mmdg
ENSG00000105261	OVOL3	19	36111143	36113711	728361	HGNC:14186	7	
ENSG00000106609	TMEM248	7	66921225	66958551	55069	HGNC:25476	6	
ENSG00000167601	AXL	19	41219223	41261766	558	HGNC:905	7	
ENSG00000138594	TMOD3	15	51829628	51947295	29766	HGNC:11873	5	
ENSG00000198203	SULT1C2	2	108288639	108309915	6819	HGNC:11456	10	
ENSG00000244094	SPRR2F	1	153112121	153113516	6705	HGNC:11266	5	
ENSG00000165417	GTF2A1	14	81175452	81221377	2957	HGNC:4646	7	
ENSG00000119711	ALDH6A1	14	74056847	74084492	4329	HGNC:7179	8	mmdg
ENSG00000187583	PLEKHN1	1	966482	975865	84069	HGNC:25284	7	
ENSG00000159618	ADGRG5	16	57542643	57591681	221188	HGNC:19010	6	
ENSG00000177462	OR2T8	1	247920252	247923152	343172	HGNC:15020	6	
ENSG00000158525	CPA5	7	130344816	130368730	93979	HGNC:15722	10	
ENSG00000166743	ACSM1	16	20623235	20698890	116285	HGNC:18049	9	
ENSG00000058673	ZC3H11A	1	203795623	203854999	9877	HGNC:29093	1	
ENSG00000137076	TLN1	9	35696948	35732195	7094	HGNC:11845	7	
ENSG00000160404	TOR2A	9	127731524	127735313	27433	HGNC:11996	6	
ENSG00000204524	ZNF805	19	57240632	57262728	390980	HGNC:23272	4	
ENSG00000140280	LYSMD2	15	51723011	51751585	256586	HGNC:28571	3	
ENSG00000198821	CD247	1	167425027	167518640	919	HGNC:1677	8	mmdg
ENSG00000162460	TMEM82	1	15742499	15747982	388595	HGNC:32350	2	
ENSG00000155850	SLC26A2	5	149960758	149993455	1836	HGNC:10994	5	mmdg
ENSG00000186522	SEPTIN10	2	109542799	109614143	151011	HGNC:14349	7	
ENSG00000189299	FOXR2	X	55623400	55626192	139628	HGNC:30469	4	
ENSG00000026297	RNASET2	6	166922113	166957191	8635	HGNC:21686	1	mmdg
ENSG00000171587	DSCAM	21	40010999	40847158	1826	HGNC:3039	8	
ENSG00000148677	ANKRD1	10	90912096	90921087	27063	HGNC:15819	1	
ENSG00000172262	ZNF131	5	43065176	43192021	7690	HGNC:12915	10	
ENSG00000279270	OR52R1	11	4803433	4804380	119695	HGNC:15235	6	
ENSG00000270181	BIVM-ERCC5	13	102799110	102875994	100533467	HGNC:43690	10	
ENSG00000148411	NACC2	9	136006537	136095289	138151	HGNC:23846	9	
ENSG00000149452	SLC22A8	11	62989154	63015841	9376	HGNC:10972	10	
ENSG00000115998	C2orf42	2	70149885	70248615	54980	HGNC:26056	7	
ENSG00000103811	CTSH	15	78921058	78949574	1512	HGNC:2535	5	
ENSG00000072195	SPEG	2	219434843	219493629	10290	HGNC:16901	5	mmdg
ENSG00000284723	OR8S1	12	48525632	48526570	341568	HGNC:19628	7	
ENSG00000154813	DPH3	3	16257061	16264969	285381	HGNC:27717	7	
ENSG00000161929	SCIMP	17	5208920	5234860	388325	HGNC:33504	9	
ENSG00000214237	MINDY4B	3	150870376	150905439	646951	HGNC:35475	1	
ENSG00000182858	ALG12	22	49900229	49918438	79087	HGNC:19358	1	mmdg
ENSG00000065809	FAM107B	10	14518557	14774897	83641	HGNC:23726	8	
ENSG00000164402	SEPTIN8	5	132750819	132807241	23176	HGNC:16511	1	
ENSG00000163565	IFI16	1	158999968	159055155	3428	HGNC:5395	5	
ENSG00000160714	UBE2Q1	1	154548577	154559028	55585	HGNC:15698	4	
ENSG00000118514	ALDH8A1	6	134917393	134950115	64577	HGNC:15471	5	
ENSG00000171864	PRND	20	4721909	4728460	23627	HGNC:15748	2	
ENSG00000104969	SGTA	19	2754715	2783362	6449	HGNC:10819	6	
ENSG00000175193	PARL	3	183829271	183884933	55486	HGNC:18253	8	
ENSG00000108256	NUFIP2	17	29255839	29294148	57532	HGNC:17634	8	
ENSG00000145780	FEM1C	5	115520908	115544775	56929	HGNC:16933	2	
ENSG00000149021	SCGB1A1	11	62405103	62423195	7356	HGNC:12523	3	
ENSG00000170345	FOS	14	75278826	75282230	2353	HGNC:3796	3	
ENSG00000118156	ZNF541	19	47520690	47573148	84215	HGNC:25294	1	
ENSG00000188000	OR7D2	19	9178979	9188818	162998	HGNC:8378	2	
ENSG00000148219	ASTN2	9	116423112	117415070	23245	HGNC:17021	5	
ENSG00000143190	POU2F1	1	167220876	167427345	5451	HGNC:9212	5	
ENSG00000175065	DSG4	18	31376777	31414912	147409	HGNC:21307	1	mmdg
ENSG00000106723	SPIN1	9	88388430	88478694	10927	HGNC:11243	2	
ENSG00000054356	PTPRN	2	219289623	219309648	5798	HGNC:9676	6	
ENSG00000147138	GPR174	X	79144688	79175318	84636	HGNC:30245	1	
ENSG00000143768	LEFTY2	1	225936598	225941383	7044	HGNC:3122	1	
ENSG00000222046	DCDC2B	1	32209089	32216192	149069	HGNC:32576	9	
ENSG00000162494	LRRC38	1	13474973	13514003	126755	HGNC:27005	6	
ENSG00000114391	RPL24	3	101681091	101686733	6152	HGNC:10325	7	
ENSG00000177469	CAVIN1	17	42402449	42423256	284119	HGNC:9688	8	mmdg
ENSG00000112972	HMGCS1	5	43287470	43313512	3157	HGNC:5007	2	
ENSG00000091844	RGS17	6	153004459	153131282	26575	HGNC:14088	1	
ENSG00000169189	NSMCE1	16	27224994	27268772	197370	HGNC:29897	9	
ENSG00000065613	SLK	10	103967140	104029233	9748	HGNC:11088	5	
ENSG00000054611	TBC1D22A	22	46762617	47175699	25771	HGNC:1309	10	
ENSG00000266074	BAHCC1	17	81395457	81466331	57597	HGNC:29279	5	
ENSG00000178826	TMEM139	7	143279957	143288048	135932	HGNC:22058	6	
ENSG00000159224	GIP	17	48958554	48968596	2695	HGNC:4270	3	
ENSG00000204345	CD300LD	17	74579365	74592283	100131439	HGNC:16848	6	
ENSG00000183850	ZNF730	19	23075210	23147221	100129543	HGNC:32470	6	
ENSG00000204505	PRAMEF9	1	13171848	13179459	343070	HGNC:27996	5	
ENSG00000253958	CLDN23	8	8701937	8704096	137075	HGNC:17591	8	
ENSG00000115263	GCG	2	162142882	162152404	2641	HGNC:4191	9	
ENSG00000133056	PIK3C2B	1	204422628	204494805	5287	HGNC:8972	6	
ENSG00000117362	APH1A	1	150265399	150269580	51107	HGNC:29509	7	
ENSG00000185298	CCDC137	17	81666737	81673904	339230	HGNC:33451	10	
ENSG00000185745	IFIT1	10	89392546	89406487	3434	HGNC:5407	5	
ENSG00000197020	ZNF100	19	21722771	21767579	163227	HGNC:12880	5	
ENSG00000284631	SCYGR4	2	227617498	227617815	112441430	HGNC:34223	6	
ENSG00000117899	MESD	15	80946289	80989828	23184	HGNC:13520	7	mmdg
ENSG00000162882	HAAO	2	42767089	42792593	23498	HGNC:4796	6	mmdg
ENSG00000089012	SIRPG	20	1629152	1657779	55423	HGNC:15757	10	
ENSG00000140526	ABHD2	15	89087459	89202355	11057	HGNC:18717	2	
ENSG00000186881	OR13F1	9	104504263	104505222	138805	HGNC:14723	10	
ENSG00000134602	STK26	X	132023302	132075943	51765	HGNC:18174	10	
ENSG00000179388	EGR3	8	22687659	22693480	1960	HGNC:3240	2	
ENSG00000114861	FOXP1	3	70954693	71583978	27086	HGNC:3823	2	mmdg
